k,seed,cost_ro_fcfs,cost_ro_edf,cost_ro_scdf,cost_fcfs,cost_edf,cost_scdf,time_ro_fcfs_s,time_ro_edf_s,time_ro_scdf_s,time_fcfs_s,time_edf_s,time_scdf_s,ec_ro_fcfs,ec_ro_edf,ec_ro_scdf,ec_fcfs,ec_edf,ec_scdf,wc_ro_fcfs,wc_ro_edf,wc_ro_scdf,wc_fcfs,wc_edf,wc_scdf,pc_ro_fcfs,pc_ro_edf,pc_ro_scdf,pc_fcfs,pc_edf,pc_scdf,gap_ro_fcfs_pct,gap_ro_edf_pct,gap_ro_scdf_pct,gap_fcfs_pct,gap_edf_pct,gap_scdf_pct
0,10000,391.68873101336334,391.68873101336334,391.68873101336334,391.68873101336334,391.68873101336334,391.68873101336334,0.10276259999955073,0.08288780000293627,0.08678860001964495,0.00013100000796839595,0.00010529998689889908,9.90999978967011e-05,391.6887310133633,391.6887310133633,391.6887310133633,391.6887310133633,391.6887310133633,391.6887310133633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
